Tipo,Objetivo Estratégico,AÇÕES ESTRATÉGICAS,Sub-atividade,RESPONSÁVEL,AGU/PGF,DPF,FN,IBAMA,ICMBio,INPE,MCT,MJ,MMA,SIPAM,PROGRAMA NO PPA 2008-2011,AÇÃO NA LOA 2009,AUTORIZADO,EMPENHADO,LIQUIDADO,PROGRAMA NO PPA 2008-2011,AÇÃO NA LOA 2010,AUTORIZADO,EMPENHADO,LIQUIDADO,PROGRAMA NO PPA 2008-2011,AÇÃO NA LOA 2011,AUTORIZADO,EMPENHADO,LIQUIDADO
Ação Estratégica,2.12 - Fomento a Pesquisa e Desenvolvimento Ambiental da Amazônia,"2.12.1 Pesquisa e Desenvolvimento de Métodos, Modelos e Geoinformação para a Gestão Ambiental – GEOMA","2.12.1.1 Realização de pesquisas nas áreas de mudanças de uso e cobertura da terra; dinâmica populacional e ocupação humana; ecossistemas inundáveis; biodiversidade; modelos integrados, simuladores ambientais e bancos de dados geográficos; física ambiental; modelagem climática.",MCT,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,"1122 - CIÊNCIA, TECNOLOGIA E INOVAÇÃO APLICADAS AOS RECURSOS NATURAIS","6255 - PESQUISA E DESENVOLVIMENTO DE MÉTODOS, MODELOS E GEOINFORMAÇÃO PARA A GESTÃO AMBIENTAL - GEOMA","R$ 266,293.00","R$ 266,293.00","R$ 266,293.00","1122 - CIÊNCIA, TECNOLOGIA E INOVAÇÃO APLICADAS AOS RECURSOS NATURAIS","6255 - PESQUISA E DESENVOLVIMENTO DE MÉTODOS, MODELOS E GEOINFORMAÇÃO PARA A GESTÃO AMBIENTAL - GEOMA","R$ 270,000.00","R$ 270,000.00","R$ 270,000.00","1122 - CIÊNCIA, TECNOLOGIA E INOVAÇÃO APLICADAS AOS RECURSOS NATURAIS","6255 - PESQUISA E DESENVOLVIMENTO DE MÉTODOS, MODELOS E GEOINFORMAÇÃO PARA A GESTÃO AMBIENTAL - GEOMA","R$ 270,000.00","R$ 235,940.00","R$ 235,940.00"
Ação Estratégica,2.12 - Fomento a Pesquisa e Desenvolvimento Ambiental da Amazônia,"2.12.1 Pesquisa e Desenvolvimento de Métodos, Modelos e Geoinformação para a Gestão Ambiental – GEOMA",2.12.1.2 Formação de recursos humanos nos níveis de mestrado e doutorado,MCT,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,2.12 - Fomento a Pesquisa e Desenvolvimento Ambiental da Amazônia,2.12.2 Desenvolvimento de Pesquisas sobre o Clima e os Ciclos Biogeoquímicos dos Ecossistemas Amazônicos – LBA,2.12.2 Desenvolvimento de Pesquisas sobre o Clima e os Ciclos Biogeoquímicos dos Ecossistemas Amazônicos - LBA,MCT,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,2.12 - Fomento a Pesquisa e Desenvolvimento Ambiental da Amazônia,2.12.2 Desenvolvimento de Pesquisas sobre o Clima e os Ciclos Biogeoquímicos dos Ecossistemas Amazônicos – LBA,"2.12.2.1 Realização de pesquisas nas áreas de interações físico-químicas multiescalares na interface biosfera-atmosfera na Amazônia; processos físico-químicobiológicos nos sistemas aquáticos e terrestres e suas interações, envolvendo cenários de mudanças ambientais; dimensões sociais das mudanças ambientais e as dinâmicas de uso e cobertura da terra na Amazônia.",MCT,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,"1122 - CIÊNCIA, TECNOLOGIA E INOVAÇÃO APLICADAS AOS RECURSOS NATURAIS",4135 - DESENVOLVIMENTO DE PESQUISAS SOBRE O CLIMA E OS CICLOS BIOGEOQUÍMICOS DOS ECOSSISTEMAS AMAZÔNICOS (LBA),"R$ 3,168,900.00","R$ 3,168,900.00","R$ 3,168,900.00","1122 - CIÊNCIA, TECNOLOGIA E INOVAÇÃO APLICADAS AOS RECURSOS NATURAIS",4135 - DESENVOLVIMENTO DE PESQUISAS SOBRE O CLIMA E OS CICLOS BIOGEOQUÍMICOS DOS ECOSSISTEMAS AMAZÔNICOS (LBA),"R$ 3,873,000.00","R$ 3,873,000.00","R$ 3,873,000.00","1122 - CIÊNCIA, TECNOLOGIA E INOVAÇÃO APLICADAS AOS RECURSOS NATURAIS",4135 - DESENVOLVIMENTO DE PESQUISAS SOBRE O CLIMA E OS CICLOS BIOGEOQUÍMICOS DOS ECOSSISTEMAS AMAZÔNICOS (LBA),"R$ 4,573,000.00","R$ 4,573,000.00","R$ 4,573,000.00"
Ação Estratégica,2.12 - Fomento a Pesquisa e Desenvolvimento Ambiental da Amazônia,2.12.2 Desenvolvimento de Pesquisas sobre o Clima e os Ciclos Biogeoquímicos dos Ecossistemas Amazônicos – LBA,"2.12.2.1 Realização de pesquisas nas áreas de interações físico-químicas multiescalares na interface biosfera-atmosfera na Amazônia; processos físico-químicobiológicos nos sistemas aquáticos e terrestres e suas interações, envolvendo cenários de mudanças ambientais; dimensões sociais das mudanças ambientais e as dinâmicas de uso e cobertura da terra na Amazônia.",MCT,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,0461 - PROMOÇÃO DA PESQUISA E DO DESENVOLVIMENTO CIENTÍFICO E TECNOLÓGICO,"4129 - DESENVOLVIMENTO DE PESQUISAS SOBRE
OS ECOSSISTEMAS AMAZÔNICOS NO INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA - INPA","R$ 4,375,218.00","R$ 4,374,189.00","R$ 4,374,189.00",0461 - PROMOÇÃO DA PESQUISA E DO DESENVOLVIMENTO CIENTÍFICO E TECNOLÓGICO,"4129 - DESENVOLVIMENTO DE PESQUISAS SOBRE
OS ECOSSISTEMAS AMAZÔNICOS NO INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA - INPA","R$ 5,310,000.00","R$ 4,792,823.00","R$ 4,792,823.00",0461 - PROMOÇÃO DA PESQUISA E DO DESENVOLVIMENTO CIENTÍFICO E TECNOLÓGICO,"4129 - DESENVOLVIMENTO DE PESQUISAS SOBRE
OS ECOSSISTEMAS AMAZÔNICOS NO INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA - INPA","R$ 4,758,000.00","R$ 4,648,509.00","R$ 4,648,509.00"
Ação Estratégica,2.12 - Fomento a Pesquisa e Desenvolvimento Ambiental da Amazônia,2.12.2 Desenvolvimento de Pesquisas sobre o Clima e os Ciclos Biogeoquímicos dos Ecossistemas Amazônicos – LBA,"2.12.2.2 Formação de recursos humanos nos níveis de graduação, mestrado e doutorado.",,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,2.12 - Fomento a Pesquisa e Desenvolvimento Ambiental da Amazônia,2.12.2 Desenvolvimento de Pesquisas sobre o Clima e os Ciclos Biogeoquímicos dos Ecossistemas Amazônicos – LBA,2.12.2.3 Manutenção da infra-estrutura dos sítios de pesquisa e escritórios de apoio logístico do LBA.,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,2.12 - Fomento a Pesquisa e Desenvolvimento Ambiental da Amazônia,2.12.3 Fomento à Pesquisa e ao Desenvolvimento sobre a Composição e a Dinâmica dos Ecossistemas na Amazônia - PELD,2.12.3.1 Implantação de um sítio de pesquisa do PELD no PA,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ações Complementar,2.1 - Aprimoramento dos Sistemas de Monitoramento Ambiental,"2.1.1 Projeto de Cartografia da Amazônia - 1:100.000 (Topográfica, Geológica e Náutica)",,"IBAMA, SIPAM",#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,8,0496 - INFORMAÇÕES INTEGRADAS PARA PROTEÇÃO DA AMAZÔNIA,114H - IMPLANTAÇÃO DO SISTEMA DE CARTOGRAFIA DA AMAZÔNIA,"R$ 69,999,953.00","R$ 65,308,512.00","R$ 65,308,512.00",0496 - INFORMAÇÕES INTEGRADAS PARA PROTEÇÃO DA AMAZÔNIA,114H - IMPLANTAÇÃO DO SISTEMA DE CARTOGRAFIA DA AMAZÔNIA,"R$ 56,220,000.00","R$ 45,685,562.00","R$ 45,685,562.00",0496 - INFORMAÇÕES INTEGRADAS PARA PROTEÇÃO DA AMAZÔNIA,114H - IMPLANTAÇÃO DO SISTEMA DE CARTOGRAFIA DA AMAZÔNIA,"R$ 38,460,000.00","R$ 36,071,656.00","R$ 36,071,656.00"
Ações Complementar,2.1 - Aprimoramento dos Sistemas de Monitoramento Ambiental,2.1.2 Automatização da produção de indicativos individuais de desmatamentos,,"IBAMA, SIPAM",#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,8,,,,,,,,,,,,,,,
Ações Complementar,2.1 - Aprimoramento dos Sistemas de Monitoramento Ambiental,2.1.3 Intensificação da produção de indicativos do desmatamento no tamanho A4,,"IBAMA, SIPAM",#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,8,,,,,,,,,,,,,,,
Ações Complementar,2.1 - Aprimoramento dos Sistemas de Monitoramento Ambiental,2.1.4 Desenvolvimento de sistema para identificação da quebra de embargo,,"IBAMA, SIPAM",#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,8,,,,,,,,,,,,,,,
Ações Complementar,2.1 - Aprimoramento dos Sistemas de Monitoramento Ambiental,2.1.5 Instituição de Grupo de Trabalho Permanente para projeção de cenários de desmatamento,,"IBAMA, SIPAM",#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,8,,,,,,,,,,,,,,,
Ações Complementar,2.1 - Aprimoramento dos Sistemas de Monitoramento Ambiental,2.1.6 Contratação de 5 aeronaves de monitoramento,,"IBAMA, SIPAM",#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,8,,,,,,,,,,,,,,,
Ações Complementar,2.1 - Aprimoramento dos Sistemas de Monitoramento Ambiental,"2.1.7 Combustível para 5 horas diárias de vôo, por 280 dias/ano, do helicóptero do DPF no monitoramento de áreas de interesse para o combate ao desmatamento",,"IBAMA, SIPAM",#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,8,,,,,,,,,,,,,,,
Ações Complementar,2.2 - Montagem de Bases Móveis de Fiscalização do Desmatamento,2.2.1 Apoio Logístico do Exército Brasileiro,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ações Complementar,2.2 - Montagem de Bases Móveis de Fiscalização do Desmatamento,2.2.2 Contratação de serviço de fornecimento de rádios digitais (rádios portáteis e estações repetidoras portáteis),,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ações Complementar,2.2 - Montagem de Bases Móveis de Fiscalização do Desmatamento,"2.2.3 Fornecimento de sistema comunicação de campo (BGAN, VSAt's móveis)",,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ações Complementar,2.2 - Montagem de Bases Móveis de Fiscalização do Desmatamento,2.2.4 Adaptação das VSAT's fixas do SIPAM para móveis (reboque),,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ações Complementar,2.2 - Montagem de Bases Móveis de Fiscalização do Desmatamento,2.2.5 Adaptação dos equipamentos Autotrack para instalação em veículos locados,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ações Complementar,2.2 - Montagem de Bases Móveis de Fiscalização do Desmatamento,2.2.6 Implantação de solução eletrônica para os formulários da fiscalização (multa eletrônica - sistemas e equipamentos),,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ações Complementar,2.3 - Intensificação Das Operações Integradas de Inteligência e Fiscalização do Desmatamento Ilegal,2.3.1 Inspeção Industrial em Madeireiras,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ações Complementar,2.3 - Intensificação Das Operações Integradas de Inteligência e Fiscalização do Desmatamento Ilegal,2.3.2 Fornecimento de apoio ao planejamento e controle de missões de fiscalização de campo e missões de inteligência.,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ações Complementar,2.3 - Intensificação Das Operações Integradas de Inteligência e Fiscalização do Desmatamento Ilegal,2.3.3 Operações de fiscalização em áreas de florestas públicas,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ações Complementar,2.4 - Fortalecimento da Fiscalização Ambiental e da Investigação dos Crimes Contra a Flora,2.4.1 Aprovação de Concurso público para analistas ambientais do IBAMA e ICMBio,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ações Complementar,2.4 - Fortalecimento da Fiscalização Ambiental e da Investigação dos Crimes Contra a Flora,2.4.2 Formação de analistas ambientais para fiscalização ambiental,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ações Complementar,2.4 - Fortalecimento da Fiscalização Ambiental e da Investigação dos Crimes Contra a Flora,2.4.3 Oficina de atualizaçao em fiscalização ambiental.,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ações Complementar,2.4 - Fortalecimento da Fiscalização Ambiental e da Investigação dos Crimes Contra a Flora,2.4.4 Curso de treinamento em identificação de madeira,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ações Complementar,2.4 - Fortalecimento da Fiscalização Ambiental e da Investigação dos Crimes Contra a Flora,2.4.5 Implantação de solução eletrônica para os formulários da fiscalização (multa eletrônica - sistemas e equipamentos),,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ações Complementar,2.4 - Fortalecimento da Fiscalização Ambiental e da Investigação dos Crimes Contra a Flora,"2.4.6 Capacitar e habilitar servidores policiais para utilização de técnicas de investigação contra a criminalidade ambiental organizada, com ênfase em sistemas de controle e gestão florestal, geoprocessamento básico e noções básicas de ferramentas de inteligência.",,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
