Tipo,Objetivo Estratégico,AÇÕES ESTRATÉGICAS,Sub-atividade,RESPONSÁVEL,FUNAI,ICMBio,INCRA,INMETRO,MAPA,MCT,MDA,MDIC,MF,MMA,OEMAs,SFB,PROGRAMA NO PPA 2008-2011,AÇÃO NA LOA 2009,AUTORIZADO,EMPENHADO,LIQUIDADO,PROGRAMA NO PPA 2008-2011,AÇÃO NA LOA 2010,AUTORIZADO,EMPENHADO,LIQUIDADO,PROGRAMA NO PPA 2008-2011,AÇÃO NA LOA 2011,AUTORIZADO,EMPENHADO,LIQUIDADO
Ação Estratégica,3.5 - Apoio às Comunidades Extrativistas e Indígenas,"3.5.5 Apoio técnico na construção de proposta, junto ao INCRA, Banco do Brasil e DEX/MMA de linha de crédito adequada à produção de produtos da sociobiodiversidade",,"MMA, ICMBIO, FUNAI",14,6,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.5 - Apoio às Comunidades Extrativistas e Indígenas,3.5.6 Realizar destinações não onerosas à Comunidades Tradicionais de UC`s de Uso Sustentável,,"MMA, ICMBIO, FUNAI",14,6,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.5 - Apoio às Comunidades Extrativistas e Indígenas,3.5.7 Realizar parceria com empresas para viabilização de comercialização de produtos da sociobiodiversidade,,"MMA, ICMBIO, FUNAI",14,6,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.5 - Apoio às Comunidades Extrativistas e Indígenas,3.5.8 Pesquisa e fomento ao uso sustentável dos recursos naturais,,"MMA, ICMBIO, FUNAI",14,6,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,0150 - PROTEÇÃO E PROMOÇÃO DOS POVOS INDÍGENAS,6063 - FOMENTO A PROJETOS DE GESTÃO AMBIENTAL DOS POVOS INDÍGENAS DA AMAZÔNIA (PROGRAMA-PILOTO),"R$ 6,465,000.00","R$ 298,522.00","R$ 298,522.00",0150 - PROTEÇÃO E PROMOÇÃO DOS POVOS INDÍGENAS,6063 - FOMENTO A PROJETOS DE GESTÃO AMBIENTAL DOS POVOS INDÍGENAS DA AMAZÔNIA (PROGRAMA-PILOTO),"R$ 3,278,161.00","R$ 61,308.00","R$ 61,308.00",0150 - PROTEÇÃO E PROMOÇÃO DOS POVOS INDÍGENAS,6063 - FOMENTO A PROJETOS DE GESTÃO AMBIENTAL DOS POVOS INDÍGENAS DA AMAZÔNIA (PROGRAMA-PILOTO),"R$ 5,877,462.00",R$ 0.00,R$ 0.00
Ação Estratégica,3.5 - Apoio às Comunidades Extrativistas e Indígenas,3.5.9 Apoio ao Ecoturismo de Base Comunitária,,"MMA, ICMBIO, FUNAI",14,6,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.5 - Apoio às Comunidades Extrativistas e Indígenas,3.5.10 Apoio Técnico para definição de proposta nacional de abastecimento da merenda escolar com produção de Comunidades Tradicionais,,"MMA, ICMBIO, FUNAI",14,6,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.5 - Apoio às Comunidades Extrativistas e Indígenas,"3.5.11 Apoio técnico na construção de proposta, junto ao INCRA, Banco do Brasil e DEX/MMA de financiamento específico para produção agroflorestal",,"MMA, ICMBIO, FUNAI",14,6,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.5 - Apoio às Comunidades Extrativistas e Indígenas,3.5.12 Apoio ao desenvolvimento de produção de madeiras e móveis por Comunidades Tradicionais,,"MMA, ICMBIO, FUNAI",14,6,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.5 - Apoio às Comunidades Extrativistas e Indígenas,3.5.13 Apoio às Comunidades Tradicionais na comercialização de sementes e mudas,,"MMA, ICMBIO, FUNAI",14,6,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.5 - Apoio às Comunidades Extrativistas e Indígenas,3.5.14 Elaboração e Implementação do Plano de Gestão da TI Trincheira Bacajá - PA,,"MMA, ICMBIO, FUNAI",14,6,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.5 - Apoio às Comunidades Extrativistas e Indígenas,3.5.15 Elaboração e Implementação de Projeto de Recuperação de Áreas Degradada da TI Marawatsede,,"MMA, ICMBIO, FUNAI",14,6,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.5 - Apoio às Comunidades Extrativistas e Indígenas,3.5.16 Implantação de Alternativas Econômicas Sustentáveis na TI Bau - MT,,"MMA, ICMBIO, FUNAI",14,6,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,"3.6 - Apoio a Projetos de Ciência, Tecnologia e Inovação para Inclusão e Desenvolvimento Social",3.6.1 Implantação e Apoio a Arranjos Produtivos Locais - APL's,,MCT,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"0471 - CIÊNCIA, TECNOLOGIA E INOVAÇÃO PARA INCLUSÃO E DESENVOLVIMENTO SOCIAL",8977 - APOIO À PESQUISA E À INOVAÇÃO EM ARRANJOS PRODUTIVOS LOCAIS,"R$ 21,800,000.00","R$ 20,864,130.00","R$ 20,864,130.00","0471 - CIÊNCIA, TECNOLOGIA E INOVAÇÃO PARA INCLUSÃO E DESENVOLVIMENTO SOCIAL",8977 - APOIO À PESQUISA E À INOVAÇÃO EM ARRANJOS PRODUTIVOS LOCAIS,"R$ 29,869,006.00","R$ 13,133,501.00","R$ 13,133,501.00","0471 - CIÊNCIA, TECNOLOGIA E INOVAÇÃO PARA INCLUSÃO E DESENVOLVIMENTO SOCIAL",8977 - APOIO À PESQUISA E À INOVAÇÃO EM ARRANJOS PRODUTIVOS LOCAIS,"R$ 1,500,000.00","R$ 935,000.00","R$ 935,000.00"
Ação Estratégica,"3.6 - Apoio a Projetos de Ciência, Tecnologia e Inovação para Inclusão e Desenvolvimento Social","3.6.2 Apoio à execução de projetos de repasse de tecnologias sociais e assistivas e de capacitação de recursos humanos, visando a geração de trabalho e renda, para inclusão social",,MCT,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"0471 - CIÊNCIA, TECNOLOGIA E INOVAÇÃO PARA INCLUSÃO E DESENVOLVIMENTO SOCIAL","8976 - APOIO À PESQUISA, INOVAÇÃO E EXTENSÃO TECNOLÓGICA PARA O DESENVOLVIMENTO SOCIAL","R$ 31,899,953.00","R$ 28,079,976.00","R$ 28,079,976.00","0471 - CIÊNCIA, TECNOLOGIA E INOVAÇÃO PARA INCLUSÃO E DESENVOLVIMENTO SOCIAL","8976 - APOIO À PESQUISA, INOVAÇÃO E EXTENSÃO TECNOLÓGICA PARA O DESENVOLVIMENTO SOCIAL","R$ 162,288,601.00","R$ 122,454,937.00","R$ 122,454,937.00","0471 - CIÊNCIA, TECNOLOGIA E INOVAÇÃO PARA INCLUSÃO E DESENVOLVIMENTO SOCIAL","8976 - APOIO À PESQUISA, INOVAÇÃO E EXTENSÃO TECNOLÓGICA PARA O DESENVOLVIMENTO SOCIAL","R$ 36,629,182.00","R$ 30,279,515.00","R$ 30,279,515.00"
Ação Estratégica,"3.6 - Apoio a Projetos de Ciência, Tecnologia e Inovação para Inclusão e Desenvolvimento Social",3.6.3 Implantação de Centros Vocacionais Tecnológicos e de Laboratórios,,MCT,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"0471 - CIÊNCIA, TECNOLOGIA E INOVAÇÃO PARA INCLUSÃO E DESENVOLVIMENTO SOCIAL",8960 - APOIO À IMPLANTAÇÃO E MODERNIZAÇÃO DE CENTROS VOCACIONAIS TECNOLÓGICOS,"R$ 64,754,000.00","R$ 62,129,732.00","R$ 62,129,732.00","0471 - CIÊNCIA, TECNOLOGIA E INOVAÇÃO PARA INCLUSÃO E DESENVOLVIMENTO SOCIAL",8960 - APOIO À IMPLANTAÇÃO E MODERNIZAÇÃO DE CENTROS VOCACIONAIS TECNOLÓGICOS,"R$ 63,471,684.00","R$ 11,501,513.00","R$ 11,501,513.00","0471 - CIÊNCIA, TECNOLOGIA E INOVAÇÃO PARA INCLUSÃO E DESENVOLVIMENTO SOCIAL",8960 - APOIO À IMPLANTAÇÃO E MODERNIZAÇÃO DE CENTROS VOCACIONAIS TECNOLÓGICOS,"R$ 4,700,000.00",R$ 0.00,R$ 0.00
Ação Estratégica,"3.6 - Apoio a Projetos de Ciência, Tecnologia e Inovação para Inclusão e Desenvolvimento Social","3.6.4 Apoio a projetos de capacitação e repasse de tecnologias sociais, agregação de valor e melhoria na produção, comercialização e distribuição dos produtos de comunidades tradicionais",,MCT,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,3.7.1.1 Sistema Plantio Direto: Alternativa de Produção Sustentável para Recuperação de Áreas Alteradas na Amazônia,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,3.7.1.2 Tipitamba - TT: Transferência de Tecnologias para Recuperação de Áreas Alteradas para Agricultura Familiar no Nordeste Paraense,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,3.7.1.3 Alternativas Agroecológicas para a Agricultura Familiar Sustentável em Rondônia,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,"3.7.2.1 Melhoramento genético de bacurizeiro, camucamuzeiro, muricizeiro e cajazeira no Norte e Nordeste do Brasil",,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,"3.7.2.2 Avaliação dos impactos ambientais, econômicos e sociais dos sistemas de produção de bovino de corte no Cerrado, na Amazônia e no Pantanal",,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,"3.7.2.3 Silvicultura, manejo e tecnologia de madeira para sistemas de produção de florestas plantadas em áreas alteradas na Amazônia",,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0506 - NACIONAL DE FLORESTAS,20A7 - DESENVOLVIMENTO DA SILVICULTURA COM ESPÉCIES FLORESTAIS NATIVAS E SISTEMAS AGROFLORESTAIS,"R$ 1,000,000.00",R$ 0.00,R$ 0.00,0506 - NACIONAL DE FLORESTAS,20A7 - DESENVOLVIMENTO DA SILVICULTURA COM ESPÉCIES FLORESTAIS NATIVAS E SISTEMAS AGROFLORESTAIS,"R$ 250,000.00",R$ 727.00,R$ 727.00,0506 - NACIONAL DE FLORESTAS,20A7 - DESENVOLVIMENTO DA SILVICULTURA COM ESPÉCIES FLORESTAIS NATIVAS E SISTEMAS AGROFLORESTAIS,"R$ 300,000.00",R$ 0.00,R$ 0.00
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,3.7.2.4 Integração Lavoura-Pecuária-Silvicultura: Alternativa de Desenvolvimento Sustentável em Áreas Alteradas da Amazônia Brasileira,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,3.7.2.5 Conservação Genética de espécies florestais em florestas manejadas,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,3.7.2.6 Sistema Bragantino: Opção de Manejo Sustentável para Utilização e Recuperação de Áreas Alteradas no Pará,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,3.7.2.7 Melhoramento genético do cupuaçuzeiro,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,3.7.2.8 Melhoramento genético do guaranazeiro,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,3.7.2.9 Validação de Tecnologias Agroflorestais em Apoio à Segurança Alimentar de Famílias Quilombolas do Estado do Amapá,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,3.7.2.10 Caracterização do Arranjo Produtivo Local de Açaí e Cupuaçu no Município de Porto Velho-RO,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,"3.7.2.11 Ações de transferência sobre manejo reprodutivo, sanitário e nutricional de búfalos leiteiros para pequenos produtores do Estado de Rondônia",,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,3.7.2.12 Transferência de Tecnologia para Sistemas de Integração Lavoura-Pecuária-Floresta,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,3.7.2.13 Incorporação de modelos agrosilvipastoris em áreas degradadas e de capoeiras no Acre com ênfase na sustentabilidade ambiental,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,"3.7.2.14 Transferência de tecnologias para consolidação dos pólos agroflorestais estaduais no território do Alto Acre e Capixaba, com foco na proposta de desenvolvimento sustentável para o Acre",,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,3.7.3 Pesquisa e Desenvolvimento Agropecuário e Agroindustrial para inserção social,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,3.7.3 Pesquisa e Desenvolvimento Agropecuário e Agroindustrial para inserção social,3.7.3.1 Aperfeiçoamento de boas práticas extrativistas para a castanha-do-brasil no Estado do Acre,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,3.7.3 Pesquisa e Desenvolvimento Agropecuário e Agroindustrial para inserção social,3.7.3.2 Inovações técnicas e sociais nos sistemas de produção com castanha-do-brasil (Bertholetia excelsa HBK ) no Estado do Amapá,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,3.7.3 Pesquisa e Desenvolvimento Agropecuário e Agroindustrial para inserção social,3.7.3.3 Alternativas Sustentáveis para Geração de Renda na RESEX Verde para Sempre (Porto de Moz-PA),,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,3.7.3 Pesquisa e Desenvolvimento Agropecuário e Agroindustrial para inserção social,3.7.3.4 Transferencia de tecnologias e conhecimentos em apoio a inclusão tecnológica e ao desenvolvimento sustentavel a agricultura familiar no estado do Amapá,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,3.7.3 Pesquisa e Desenvolvimento Agropecuário e Agroindustrial para inserção social,3.7.3.5 Tecnologia e conhecimento para produção de mel e pólen de abelhas indígenas sem ferrão por agricultores familiares do Estado do Acre,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,3.7.3 Pesquisa e Desenvolvimento Agropecuário e Agroindustrial para inserção social,3.7.3.6 Melhoramento de clones de copa e seleção de seringueiras resistentes e produtivas na Amazônia,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,3.7.3 Pesquisa e Desenvolvimento Agropecuário e Agroindustrial para inserção social,"3.7.3.7 Manejo Sustentável de Produtos Florestais Não Madeireiros, na Amazônia",,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,3.7.3 Pesquisa e Desenvolvimento Agropecuário e Agroindustrial para inserção social,3.7.3.8 Monitoramento técnico-sócioeconômico e inovações de pesquisa para o avanço do sistema de manejo florestal sustentável do PC Peixoto,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,"3.7.4 Desenvolvimento de pesquisa para a Conservação, manejo e uso sustentável da Agrobiodiversidade",3.7.4.1 Transição Agroecológica: Construção participativa do conhecimento para a sustentabilidade,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"1426 - CONSERVAÇÃO, MANEJO E USO SUSTENTÁVEL DA AGROBIODIVERSIDADE",8266 - IMPLANTAÇÃO DE SISTEMAS COMUNITÁRIOS DE CONSERVAÇÃO E USO SUSTENTÁVEL DA AGROBIODIVERSIDADE,"R$ 1,758,316.00","R$ 643,168.00","R$ 643,168.00","1426 - CONSERVAÇÃO, MANEJO E USO SUSTENTÁVEL DA AGROBIODIVERSIDADE",8266 - IMPLANTAÇÃO DE SISTEMAS COMUNITÁRIOS DE CONSERVAÇÃO E USO SUSTENTÁVEL DA AGROBIODIVERSIDADE,"R$ 200,000.00",R$ 0.00,R$ 0.00,"1426 - CONSERVAÇÃO, MANEJO E USO SUSTENTÁVEL DA AGROBIODIVERSIDADE",8266 - IMPLANTAÇÃO DE SISTEMAS COMUNITÁRIOS DE CONSERVAÇÃO E USO SUSTENTÁVEL DA AGROBIODIVERSIDADE,"R$ 150,000.00",R$ 0.00,R$ 0.00
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,"3.7.4 Desenvolvimento de pesquisa para a Conservação, manejo e uso sustentável da Agrobiodiversidade",3.7.4.1 Transição Agroecológica: Construção participativa do conhecimento para a sustentabilidade,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,8920 - FORTALECIMENTO E VALORIZAÇÃO DE INICIATIVAS TERRITORIAIS DE MANEJO E USO SUSTENTÁVEL DA AGROBIODIVERSIDADE,"R$ 250,000.00","R$ 200,000.00","R$ 200,000.00",,8920 - FORTALECIMENTO E VALORIZAÇÃO DE INICIATIVAS TERRITORIAIS DE MANEJO E USO SUSTENTÁVEL DA AGROBIODIVERSIDADE,"R$ 250,000.00",R$ 0.00,R$ 0.00,,8920 - FORTALECIMENTO E VALORIZAÇÃO DE INICIATIVAS TERRITORIAIS DE MANEJO E USO SUSTENTÁVEL DA AGROBIODIVERSIDADE,"R$ 200,000.00",R$ 0.00,R$ 0.00
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,"3.7.4 Desenvolvimento de pesquisa para a Conservação, manejo e uso sustentável da Agrobiodiversidade",3.7.4.1 Transição Agroecológica: Construção participativa do conhecimento para a sustentabilidade,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,8606 - DESENVOLVIMENTO DA AGRICULTURA ORGÂNICA - PRÓ-ORGÂNICO,"R$ 1,170,000.00","R$ 746,223.00","R$ 746,223.00",,8606 - DESENVOLVIMENTO DA AGRICULTURA ORGÂNICA - PRÓ-ORGÂNICO,"R$ 1,100,000.00","R$ 430,013.00","R$ 430,013.00",,8606 - DESENVOLVIMENTO DA AGRICULTURA ORGÂNICA - PRÓ-ORGÂNICO,"R$ 1,178,784.00","R$ 687,616.00","R$ 687,616.00"
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,"3.7.4 Desenvolvimento de pesquisa para a Conservação, manejo e uso sustentável da Agrobiodiversidade",3.7.4.1 Transição Agroecológica: Construção participativa do conhecimento para a sustentabilidade,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,8949 - FOMENTO À CONSERVAÇÃO E USO SUSTENTÁVEL DE RECURSOS GENÉTICOS PARA AGRICULTURA E ALIMENTAÇÃO,"R$ 562,500.00","R$ 525,696.00","R$ 525,696.00",,8949 - FOMENTO À CONSERVAÇÃO E USO SUSTENTÁVEL DE RECURSOS GENÉTICOS PARA AGRICULTURA E ALIMENTAÇÃO,"R$ 507,000.00","R$ 393,613.00","R$ 393,613.00",,8949 - FOMENTO À CONSERVAÇÃO E USO SUSTENTÁVEL DE RECURSOS GENÉTICOS PARA AGRICULTURA E ALIMENTAÇÃO,"R$ 507,000.00","R$ 289,064.00","R$ 289,064.00"
