Tipo,Objetivo Estratégico,AÇÕES ESTRATÉGICAS,Sub-atividade,RESPONSÁVEL,FUNAI,ICMBio,INCRA,INMETRO,MAPA,MCT,MDA,MDIC,MF,MMA,OEMAs,SFB,PROGRAMA NO PPA 2008-2011,AÇÃO NA LOA 2009,AUTORIZADO,EMPENHADO,LIQUIDADO,PROGRAMA NO PPA 2008-2011,AÇÃO NA LOA 2010,AUTORIZADO,EMPENHADO,LIQUIDADO,PROGRAMA NO PPA 2008-2011,AÇÃO NA LOA 2011,AUTORIZADO,EMPENHADO,LIQUIDADO
Ação Estratégica,3.7 - Pesquisa e Desenvolvimento de Modelos Produtivos Sutentáveis para o Bioma Amazônia,"3.7.4 Desenvolvimento de pesquisa para a Conservação, manejo e uso sustentável da Agrobiodiversidade",3.7.4.1 Transição Agroecológica: Construção participativa do conhecimento para a sustentabilidade,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,"8983 - PESQUISA, ACESSO E TECNOLOGIA PARA O MANEJO SUSTENTÁVEL DA AGROBIODIVERSIDADE","R$ 2,327,100.00","R$ 2,293,090.00","R$ 2,293,090.00",,"8983 - PESQUISA, ACESSO E TECNOLOGIA PARA O MANEJO SUSTENTÁVEL DA AGROBIODIVERSIDADE","R$ 5,231,563.00","R$ 5,231,563.00","R$ 5,231,563.00",,"8983 - PESQUISA, ACESSO E TECNOLOGIA PARA O MANEJO SUSTENTÁVEL DA AGROBIODIVERSIDADE","R$ 5,329,652.00","R$ 5,329,645.00","R$ 5,329,645.00"
Ação Estratégica,3.8 - Apoio Ao Desenvolvimento Rural em Bases Sustentáveis,3.8.1 Implantar e consolidar Pólos Pioneiros de Produção Familiar Sustentável (Programa Proambiente).,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"1426 - CONSERVAÇÃO, MANEJO E USO SUSTENTÁVEL DA AGROBIODIVERSIDADE",8998 - IMPLEMENTAÇÃO DOS PLANOS DE UTILIZAÇÃO DOS PÓLOS DO PROAMBIENTE EM ESCALA TERRITORIAL,"R$ 2,049,696.00","R$ 527,895.00","R$ 527,895.00","1426 - CONSERVAÇÃO, MANEJO E USO SUSTENTÁVEL DA AGROBIODIVERSIDADE",8998 - IMPLEMENTAÇÃO DOS PLANOS DE UTILIZAÇÃO DOS PÓLOS DO PROAMBIENTE EM ESCALA TERRITORIAL,"R$ 2,160,000.00","R$ 511,184.00","R$ 511,184.00","1426 - CONSERVAÇÃO, MANEJO E USO SUSTENTÁVEL DA AGROBIODIVERSIDADE",,,,
Ação Estratégica,3.8 - Apoio Ao Desenvolvimento Rural em Bases Sustentáveis,3.8.2 Implantação de Unidades Territoriais de Gestão Ambiental Rural – GESTAR,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,8308 - IMPLANTAÇÃO DE UNIDADES TERRITORIAIS DE GESTÃO AMBIENTAL RURAL (GESTAR),"R$ 932,074.00","R$ 632,335.00","R$ 632,335.00",,8308 - IMPLANTAÇÃO DE UNIDADES TERRITORIAIS DE GESTÃO AMBIENTAL RURAL (GESTAR),"R$ 1,008,000.00","R$ 652,406.00","R$ 652,406.00",,8308 - IMPLANTAÇÃO DE UNIDADES TERRITORIAIS DE GESTÃO AMBIENTAL RURAL (GESTAR),"R$ 8,940,000.00","R$ 8,487,941.00","R$ 8,487,941.00"
Ação Estratégica,3.8 - Apoio Ao Desenvolvimento Rural em Bases Sustentáveis,3.8.3 Fomento a Projetos Demonstrativos na Amazônia,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,6061 - FOMENTO A PROJETOS DEMONSTRATIVOS NA AMAZÔNIA E MATA ATLÂNTICA,"R$ 14,658,668.00","R$ 605,472.00","R$ 605,472.00",,6061 - FOMENTO A PROJETOS DEMONSTRATIVOS NA AMAZÔNIA E MATA ATLÂNTICA,"R$ 10,150,992.00","R$ 126,444.00","R$ 126,444.00",,6061 - FOMENTO A PROJETOS DEMONSTRATIVOS NA AMAZÔNIA E MATA ATLÂNTICA,,,
AÇÕES COMPLEMENTARES,3.1 - Gestão de Florestas Públicas,3.1 Gestão de Florestas Públicas,,SFB,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,,,,,,,,,,,,,,,
AÇÕES COMPLEMENTARES,3.1 - Gestão de Florestas Públicas,3.1.1 Cadastramento de Florestas Públicas,,SFB,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,0506 - NACIONAL DE FLORESTAS,8304 - CADASTRAMENTO DE FLORESTAS PÚBLICAS NACIONAIS,"R$ 1,350,000.00",R$ 0.00,R$ 0.00,0506 - NACIONAL DE FLORESTAS,8304 - CADASTRAMENTO DE FLORESTAS PÚBLICAS NACIONAIS,"R$ 800,000.00","R$ 362,990.00","R$ 362,990.00",0506 - NACIONAL DE FLORESTAS,8304 - CADASTRAMENTO DE FLORESTAS PÚBLICAS NACIONAIS,"R$ 800,000.00","R$ 435,524.00",
AÇÕES COMPLEMENTARES,3.1 - Gestão de Florestas Públicas,3.1.2 Integração do Cadastro com o SNCR,,SFB,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,,,,,,,,,,,,,,,
AÇÕES COMPLEMENTARES,3.1 - Gestão de Florestas Públicas,3.1.3 Integração do Cadastro Nacional com os Estaduais,,SFB,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,,,,,,,,,,,,,,,
AÇÕES COMPLEMENTARES,3.1 - Gestão de Florestas Públicas,3.1.4 Publicação dos Planos Anuais de Outorga Florestal,,SFB,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,,,,,,,,,,,,,,,
AÇÕES COMPLEMENTARES,3.1 - Gestão de Florestas Públicas,3.1.5 Apoio a projetos de desenvolvimento científico e tecnológico para o manenejo florestal e desenvolvimento da silvicultura com espécies nativas,,SFB,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,,,,,,,,,,,,,,,
AÇÕES COMPLEMENTARES,3.1 - Gestão de Florestas Públicas,3.1.6 Implementação do Plano Nacional de Silvicultura com Espécies Nativas e Sistemas Agroflorestais,,SFB,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,0506 - NACIONAL DE FLORESTAS,20A7 - DESENVOLVIMENTO DA SILVICULTURA COM ESPÉCIES FLORESTAIS NATIVAS E SISTEMAS AGROFLORESTAIS,"R$ 1,000,000.00",R$ 0.00,R$ 0.00,0506 - NACIONAL DE FLORESTAS,20A7 - DESENVOLVIMENTO DA SILVICULTURA COM ESPÉCIES FLORESTAIS NATIVAS E SISTEMAS AGROFLORESTAIS,"R$ 250,000.00",R$ 727.00,R$ 727.00,0506 - NACIONAL DE FLORESTAS,20A7 - DESENVOLVIMENTO DA SILVICULTURA COM ESPÉCIES FLORESTAIS NATIVAS E SISTEMAS AGROFLORESTAIS,"R$ 300,000.00",R$ 0.00,R$ 0.00
AÇÕES COMPLEMENTARES,3.1 - Gestão de Florestas Públicas,3.1.7 Implantação do Sistema Nacional de Informações Florestais,,SFB,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,0506 - NACIONAL DE FLORESTAS,10TD - IMPLANTAÇÃO DO SISTEMA NACIONAL DE INFORMAÇÕES FLORESTAIS,"R$ 1,550,000.00","R$ 265,232.00","R$ 265,232.00",0506 - NACIONAL DE FLORESTAS,10TD - IMPLANTAÇÃO DO SISTEMA NACIONAL DE INFORMAÇÕES FLORESTAIS,"R$ 1,400,000.00","R$ 841,090.00","R$ 841,090.00",0506 - NACIONAL DE FLORESTAS,10TD - IMPLANTAÇÃO DO SISTEMA NACIONAL DE INFORMAÇÕES FLORESTAIS,"R$ 895,500.00","R$ 403,701.00","R$ 403,701.00"
AÇÕES COMPLEMENTARES,3.1 - Gestão de Florestas Públicas,3.1.8 Pesquisa e Desenvolvimento Florestal,,SFB,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,,6035 - PESQUISA E DESENVOLVIMENTO FLORESTAL,"R$ 2,000,000.00","R$ 575,265.00","R$ 575,265.00",,6035 - PESQUISA E DESENVOLVIMENTO FLORESTAL,"R$ 1,600,000.00","R$ 1,192,224.00","R$ 1,192,224.00",,6035 - PESQUISA E DESENVOLVIMENTO FLORESTAL,"R$ 1,462,500.00","R$ 200,918.00","R$ 200,918.00"
AÇÕES COMPLEMENTARES,3.1 - Gestão de Florestas Públicas,3.1.9 Elaboração do Inventário Florestal Nacional,,SFB,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,0506 - NACIONAL DE FLORESTAS,10TC - ELABORAÇÃO DO INVENTÁRIO FLORESTAL NACIONAL,"R$ 3,300,000.00","R$ 1,074,419.00","R$ 1,074,419.00",0506 - NACIONAL DE FLORESTAS,10TC - ELABORAÇÃO DO INVENTÁRIO FLORESTAL NACIONAL,"R$ 850,000.00","R$ 775,500.00","R$ 775,500.00",0506 - NACIONAL DE FLORESTAS,10TC - ELABORAÇÃO DO INVENTÁRIO FLORESTAL NACIONAL,"R$ 1,050,000.00","R$ 735,032.00","R$ 735,032.00"
AÇÕES COMPLEMENTARES,3.1 - Gestão de Florestas Públicas,3.1.10 Condução de estudos para implementação de concessões florestais em áreas de florestas públicas não destinadas,,SFB,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,,,,,,,,,,,,,,,
AÇÕES COMPLEMENTARES,3.1 - Gestão de Florestas Públicas,3.1.11 Encaminhar Projeto de Lei que transforma o Serviço Florestal Brasileiro em Autarquia,,SFB,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,,,,,,,,,,,,,,,
AÇÕES COMPLEMENTARES,3.1 - Gestão de Florestas Públicas,3.1.12 Monitoramento dos contratos de concessão e transição,,SFB,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,,,,,,,,,,,,,,,
AÇÕES COMPLEMENTARES,3.1 - Gestão de Florestas Públicas,,,SFB,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,,,,,,,,,,,,,,,
AÇÕES COMPLEMENTARES,3.2 - Apoiar o Desenvolvimento Sustentável da Cadeia Produtiva de Madeira e Móveis,3.2 Apoiar o Desenvolvimento Sustentável da Cadeia Produtiva de Madeira e Móveis,,MDIC,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
AÇÕES COMPLEMENTARES,3.2 - Apoiar o Desenvolvimento Sustentável da Cadeia Produtiva de Madeira e Móveis,3.2.1 Fortalecimento do APL de Santarém,,MDIC,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
AÇÕES COMPLEMENTARES,3.2 - Apoiar o Desenvolvimento Sustentável da Cadeia Produtiva de Madeira e Móveis,3.2.2 Estruturação dos potenciais pólos madeireiros/moveleiros já identificados no Pará,,MDIC,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
AÇÕES COMPLEMENTARES,3.2 - Apoiar o Desenvolvimento Sustentável da Cadeia Produtiva de Madeira e Móveis,3.2.3 Estruturação de Governança nas regiões com potencial já identificado,,MDIC,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
AÇÕES COMPLEMENTARES,3.2 - Apoiar o Desenvolvimento Sustentável da Cadeia Produtiva de Madeira e Móveis,"3.2.4 Inserção de empresários locais, via entidades representativas, no Fórum de Competitividade de Madeira e Móveis, para participação no encaminhamento de propostas de ações",,MDIC,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
AÇÕES COMPLEMENTARES,3.2 - Apoiar o Desenvolvimento Sustentável da Cadeia Produtiva de Madeira e Móveis,"3.2.5 Promoção de programas de capacitação dos empresários e trabalhadores locais em APL (SEBRAE, SENAI, MTE)",,MDIC,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
AÇÕES COMPLEMENTARES,3.2 - Apoiar o Desenvolvimento Sustentável da Cadeia Produtiva de Madeira e Móveis,3.2.6 Discussão de fontes de finaciamento de APL (contrapartida privada),,MDIC,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
AÇÕES COMPLEMENTARES,3.2 - Apoiar o Desenvolvimento Sustentável da Cadeia Produtiva de Madeira e Móveis,3.2.7 Ações de Avaliação e Nivelamento,,MDIC,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
AÇÕES COMPLEMENTARES,3.2 - Apoiar o Desenvolvimento Sustentável da Cadeia Produtiva de Madeira e Móveis,,,MDIC,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
AÇÕES COMPLEMENTARES,3.3 - Apoio Ao Desenvolvimento Sustentável da Cadeia Produtiva de Siderurgia,3.3 Apoio ao desenvolvimento sustentável da cadeia produtiva de siderurgia,,MDIC,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
AÇÕES COMPLEMENTARES,3.3 - Apoio Ao Desenvolvimento Sustentável da Cadeia Produtiva de Siderurgia,3.3.1 Balanço de Sustentabilidade Ambiental de Carvão Vegetal do Pólo Guseiro (Pará e Maranhão),,MDIC,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
AÇÕES COMPLEMENTARES,3.3 - Apoio Ao Desenvolvimento Sustentável da Cadeia Produtiva de Siderurgia,3.3.2 Incentivar a Assinatura do Termo de Ajustamento de Conduta,,MDIC,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
AÇÕES COMPLEMENTARES,3.4 - Certificação para Promoção da Melhoria da Qualidade dos Produtos Com Sustentabilidade Ambiental,3.4.1 Fortalecer o CERFLOR-Programa Brasileiro de Certificação Florestal para os seguimentos: manejo florestal comunitário e pequena propriedade,,INMETRO /MDIC,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,10,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
AÇÕES COMPLEMENTARES,3.4 - Certificação para Promoção da Melhoria da Qualidade dos Produtos Com Sustentabilidade Ambiental,"3.4.2 Desenvolver programas de avaliação da conformidade no âmbito do SBAC-Sistema Brasileiro de Avaliação da Conformidade, para produtos do extrativismo e/ou de interesse da região (exemplo: açaí)",,INMETRO /MDIC,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,10,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
AÇÕES COMPLEMENTARES,3.4 - Certificação para Promoção da Melhoria da Qualidade dos Produtos Com Sustentabilidade Ambiental,"3.4.3 Elaborar inventário de ACVAvaliação do Ciclo de Vida para a produção de bovino de corte, considerando duas caracterizações(solo e animal)de acordo com metodologia do SiCV Brasil- Sistema Brasileiro de Inventários de Ciclo de Vida para a Competitividade Ambiental",,INMETRO /MDIC,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,10,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
AÇÕES COMPLEMENTARES,3.4 - Certificação para Promoção da Melhoria da Qualidade dos Produtos Com Sustentabilidade Ambiental,"3.4.4 Elaborar inventário de ACVAvaliação do Ciclo de Vida para o Pólo Guseiro PA/MA, de acordo com metodologia do SiCV Brasil- Sistema Brasileiro de Inventários de Ciclo de Vida para a Competitividade Ambiental",,INMETRO /MDIC,#VALUE!,#VALUE!,#VALUE!,1,#VALUE!,#VALUE!,#VALUE!,10,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,
